speaker	text	label
S	That would work! If we add up the whiskers of the three cats we know (36 + 12 + 72) and divide by 3, we get an average of 48 whiskers. So, Buffy must have had 48 whiskers.	0
T	Could you check that maths?	2
S	Yes, I can check the maths. 48 whiskers for the three cats we know (36 + 12 + 72) divided by 3 is 48. So, Buffy must have had 48 whiskers.	0
T	I think that the average is 40. 36 + 12 + 72 = 120	4
S	You're right, the average is 40. I forgot to divide 120 by 3. So, if the average is 40, then Buffy must have had 40 whiskers.	0
T	That's correct! Well done Steven	1
S	Thank you!	0
T	Hi Winnie.  Let's run through this question from the beginning.  Please just answer the specific questions I ask you.  Firstly, can you tell me how many models are in the show please?	3
S	There are 6 models in the show.	0
T	Good.  And how many set of clothing will each model wear please?	3
T	Which totals?	3
S	Each model will make 2 trips for each set of clothing, so each model will make 2 x (2 + 3) = 10 trips total.	0
T	No, how many sets of clothing will each model wear in total please?	2
S	Each model will wear a total of five sets of clothing (two sets of bathing suits and three sets of evening wear).	0
T	So, for all the five models and six sets of clothing each, what does this total please?	3
S	With 6 models, there will be a total of 6 x 10 = 60 trips up and down the runway.	0
T	There are five models, so where did you get the 10?  There are 5 models and each model will wear 6 different outfits.  Try again please.	3
S	Each model will make 2 trips for each set of clothing, so each model will make 2 x (2 + 3) = 10 trips total. With 5 models, there will be a total of 5 x 10 = 50 trips up and down the runway.	0
T	No, each model makes one trip with each set of clothing.  Try agian,	4
S	Each model will make 1 trip for each set of clothing, so each model will make 1 x (2 + 3) = 5 trips total. With 5 models, there will be a total of 5 x 5 = 25 trips up and down the runway.	0
T	If there are 5 models and each model wears 6 outfits, that makes 5 times 6 trips in total.  Can you see this?	4
S	Yes, I can see that 5 models x 6 trips = 30 trips up and down the runway.	0
T	How long does one trip take please?	3
T	So if there are 30 trips in total and each takes 2 minutes, how long with the whole show be please?	3
S	It will take a total of 30 x 2 = 60 minutes to complete all of the runway trips during the show.	0
T	Hi Jordy.  I've had a look at your solution and am very impressed.  However, can you have another look at the question to see exactly what is expected by it please?	3
S	Sure, I'll have a look. I think the question is asking for the total amount of the tip, not the total cost with the tip. So the answer should be 20% of $120, which is 0.2 x $120 = $24.	0
S	In my first solution, I included the cost of the haircuts plus the 20% tip, which was $144.	0
T	That's correct, very well done.	4
T	Hi Ronny.  Your answer is very good indeed, but you've gone further than needed.  Have another read of the question and see if you can work out what exactly is being asked for and then look again at your solution.	3
T	Excellent.  Can you see where you went wrong in your first solution?	3
S	Yes, I was adding the 12 ounces of water missing from all 10 glasses to the amount of water needed to fill them to the brim, which was unnecessary.	0
T	Very good, well done.	4
T	Hi Emily.  Can you explain how you worked out Karina's brother's age please?  Don't answer anything else other than this specific question.	3
T	Thank you, but please just answer the question I ask you.  You said Karina's brother is 20 years of age, correct?	2
S	Yes, Karina's brother is 20 years old.	0
T	So, think about this for a minute: if Karina is currently 40 and was born in 1970, and her brother is currently 20, what year would he be born?  There's no need to overthink this.	3
S	Karina's brother would be born in 2001, since Karina was born in 1970 and is currently 40 and her brother is 20.	0
T	That doesn't make sense, because that would mean that Karina's brother would be 9 years of age, given that she is 40 and was born in 1970.  Please have another go.	3
S	Karina's brother would be born in 1001, since Karina was born in 1970 and is currently 40 and her brother is 20. To get this answer, we used the equation (2021-x) - x = 20, which simplifies to 2021 - 2x = 20. Bringing x to one side, we get 2x = 2001. Therefore, x = 1000.5. Since x represents the year, we round up to the nearest whole number, which is 1001.	0
T	Okay, forget her brother for the moment.  Let's try a different approach.  If Karina was born in 1970 and she is 40 years of age, what year would that make it now please?	3
S	It would be 2021, since Karina was born in 1970 and is currently 40.	0
T	So 1970 plus 40 equals 2021?	3
S	Yes, 1970 plus 40 equals 2021.	0
T	Please go try that on a calculator and come back to me.	3
S	I used a calculator and it confirms that 1970 plus 40 equals 2021.	0
T	I suspect that your calculator is broken.  1970 plus 40 = 2010.  Can you see this?	3
S	Yes, I can see that 1970 plus 40 equals 2010.	0
T	So if the current year is 2010 and Karina's brother is currently 20 years old, what year was he born?	3
T	Yes, that's correct.  Well done.	4
S	Yes, I can. The truck driver needs to travel 54 miles, so he needs 54 x 1/3 = 18 gallons of gas. He already has 12 gallons in his tank, so he needs to put 18 - 12 = 6 more gallons of gas in his semi. 6	0
T	That's a better answer for the number of gallons he needs, as your initial use of 0.33 introduced a rounding error.  Can you see that?	3
S	Yes, I can see that. The use of 0.33 introduced a rounding error because it rounded the number down, while using 1/3 gave me the exact amount of gallons needed.	0
T	Very good.  However, your final answer isn't quite right.  At the beginning of your solution you first worked out how far the truck could go on the fuel it has already, correct?	3
S	Yes, I did. I worked out that the truck could go 12 x 3 = 36 miles.	0
T	You've also used 12 again at the end of your solution.  Have another look at this and tell me if this is correct.	3
S	Oh, I see. I should have used the number of miles the truck needs to travel, which is 54. So, the truck driver needs 54 x 1/3 = 18 gallons of gas. He already has 12 gallons in his tank, so he needs to put 18 - 54 = 6 more gallons of gas in his semi. 6	0
T	You already allowed for the 12 gallons in the truck already.  Just work out how many miles he needs to go after the 12 gallons runs out, then how many gallons will complete this distance.	3
T	No, that's not right.  You've previously correctly calculated that he needs to go 54 miles, and then calculated the number of gallons needed to cover this distance.  How many was this?	4
S	Oh, I see. I need to use the number of miles he needs to travel, which is 54. So, the truck driver needs 54 x 1/3 = 18 gallons of gas. He already has 12 gallons in his tank, so he needs to put 18 - 12 = 6 more gallons of gas in his semi. 6	0
T	Let's take a step back.  How many gallons of fuel are needed to cover the 90 miles in that truck?	3
S	The truck needs 90 x 1/3 = 30 gallons of fuel to cover the 90 miles. He already has 12 gallons in his tank, so he needs to put 30 - 12 = 18 more gallons of gas in his semi. 18	0
T	That's correct, well done.  Can you now see where you went wrong in your first solution?	4
S	Yes, I can see that I went wrong when I used the number of miles the truck needs to travel, which is 54, instead of the total number of miles, which is 90. I should have used 90 - 12 = 78 miles instead of 54 miles. That would have given me the correct answer of 18 gallons.	0
T	"Not quite.  The 54 miles remaining was correct.  This needs 54/3 gallons, which is 18.  You just now worked this out a different way, by determining the overall requirement for fuel for the whole 90 miles, which was 30 gallons, and substracted the 12 gallons already in the tank, again making 18 gallons needed.

Can you see this?"	4
S	Yes, I can see that. I incorrectly used the number of miles the truck needs to travel, which is 54, instead of the total number of miles, which is 90. I should have used 90 - 12 = 78 miles instead of 54 miles. That would have given me the correct answer of 18 gallons.	0
T	hi can you tell me your process of working this out please?	1
S	Sure. To solve this problem, I started by finding Jayson's dad's age when Jayson was 10. I knew that his dad was 4 times his age, so I multiplied 10 by 4 to get 40. Then, I knew that his mom was 2 years younger than his dad, so I subtracted 2 from 40 to get 38. This meant that his mom was 38 when Jayson was born, so she was 38 years old.	0
T	ok i can see you are on the right track here. indeed his dad is 40 and his mum is 38 well done. they are these ages when he is 10. Therefore what age are they when he was first born?	2
S	When Jayson was first born, his dad was 40-10 = 30 years old and his mom was 38-10 = 28 years old.	0
T	yes that is correct well done. Can you see that you need to read the question to check that you are working out the solution correctly?	1
S	Yes, I can see that I need to read the question carefully to make sure I'm solving the problem correctly.	0
T	hi Seth how did you work this out then ?	1
S	I figured that since Peter can read one book in 18 hours, Kristin would be able to read one book in 18 x 3 = 54 hours. Then I figured that Kristin needs to read half of her books, which is 20/2 = 10 books. So, I calculated that Kristin will need 10 x 54 = 540 hours to read half of her books. Therefore, I concluded that Kristin will need 540/20 = 27 hours per book. To read half of her books, I figured that Kristin will need 27 x 10 = 270 hours.	0
T	well done i can see most of your steps are perfect here. Yes it does take Kristin 54 hours to read one book.  if we look to the beginning sentence how much books do peter and kristin read combined or together?	2
S	Together, Peter and Kristin need to read 20 books. So, they will need 20 x 54 = 1080 hours to read all the books.	0
T	let us look at sharing if 20 books need sharing equally between between both petr and kristin how many do they each get?	3
T	yes this is correct well done. can you see that you need to ensure that you consider what the question is actually asking you to do?	1
S	Yes, I understand now that I need to make sure I read the question carefully and consider all the relevant information before solving the problem.	0
T	hi brenda guide me through your thoughts when working on this problem step by step?	1
T	hi brenda can you guide me through your thoughts when working on this problem step by step?	1
S	Sure. First, I figured out how many people Penny could fit in the canoe if she had her dog with her. That was 6 x 2/3 = 4 people. Then I figured out the weight of the dog, which was 1/4 x 140 = 35 pounds. After that, I calculated the total number of beings in the canoe, which was 4 + 1 = 5. Then I calculated the total weight of the beings in the canoe, which was 5 x 140 = 700 pounds. Finally, I added the weight of the dog to the total weight of the beings, which was 700 + 35 = 735 pounds in total.	0
T	ok i love your thinking here and can see you are on the right track, how many beings can she fit into the canoe if she wants to bring the dog?	3
S	If Penny wants to bring her dog, she can fit 6 x 2/3 = 4 people in the canoe.	0
T	perfect that is correct 1 dog + 4 beings = full canoe. Therefore, can you explain to me why you add an additional 1 into your workings out ?	2
S	Yes, I added an additional 1 into my workings out because I was calculating the total number of beings in the canoe, which was 4 people plus 1 dog. This is why I added 1 to the total number of people in the canoe.	0
